GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|YEAR|GOVEMPFUNCT|GOVEMPFUNCT_TTL|EMPFT|EMPFT_F|PAYANNFT|PAYANNFT_F|EMPPT|EMPPT_F|PAYANNPT|PAYANNPT_F|HRSPT|HRSPT_F|EMPFTE|EMPFTE_F|EMP|EMP_F|PAYANN|PAYANN_F
02|30|0400000US30|Montana||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|1140|Corrections|1178||4637737||92||158173||7143||1218||1270||4795910|
02|30|0400000US30|Montana||2016|1160|Highways|1954||9502742||133||240266||10870||2015||2087||9743008|
02|30|0400000US30|Montana||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|1220|Public Welfare|1665||6620357||198||398308||22663||1793||1863||7018665|
02|30|0400000US30|Montana||2016|1240|Health|813||3534206||120||209700||10168||871||933||3743906|
02|30|0400000US30|Montana||2016|1260|Hospitals|588||2114911||220||340070||20451||704||808||2454981|
02|30|0400000US30|Montana||2016|1280|Social Insurance Administration|664||3192759||50||90763||5318||694||714||3283522|
02|30|0400000US30|Montana||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|1340|Parks and Recreation|60||273298||20||29452||1411||68||80||302750|
02|30|0400000US30|Montana||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|1380|Natural Resources|1433||6465124||290||463017||25341||1577||1723||6928141|
02|30|0400000US30|Montana||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|1480|Education Total|5235||26051251||7910||7438008||416268||7585||13145||33489259|
02|30|0400000US30|Montana||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|1482|Education - Higher Education Total|4910||24533573||7777||7204067||404814||7195||12687||31737640|
02|30|0400000US30|Montana||2016|14821|Education - Higher Education Instructional|1360||9708473||1495||2606864||80871||1816||2855||12315337|
02|30|0400000US30|Montana||2016|14822|Education - Higher Education Other|3550||14825100||6282||4597203||323943||5379||9832||19422303|
02|30|0400000US30|Montana||2016|1483|Education - Other|325||1517678||133||233941||11454||390||458||1751619|
02|30|0400000US30|Montana||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|30|0400000US30|Montana||2016|1560|State liquor stores|31||128506||2||2066||109||32||33||130572|
02|30|0400000US30|Montana||2016|1580|All other and unallocable|1113||5373560||86||213828||8924||1164||1199||5587388|
02|31|0400000US31|Nebraska||2016|1000|Total - All Government Employment Functions|26492||115842906||10345||12397642||960747||31924||36837||128240548|
02|31|0400000US31|Nebraska||2016|1020|Financial Administration|772||3104628||12||13346||758||776||784||3117974|
02|31|0400000US31|Nebraska||2016|1040|Other Government Administration|296||1226892||93||95845||6972||335||389||1322737|
02|31|0400000US31|Nebraska||2016|1060|Judicial and Legal|777||4225960||21||14480||1230||784||798||4240440|
02|31|0400000US31|Nebraska||2016|1100|Police Protection Total|733||3591668||26||39359||2018||744||759||3631027|
02|31|0400000US31|Nebraska||2016|1101|Police Protection - Persons with Power of Arrest|425||2489652||0||0||0||425||425||2489652|
02|31|0400000US31|Nebraska||2016|1102|Police Protection - Other|308||1102016||26||39359||2018||319||334||1141375|
02|31|0400000US31|Nebraska||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|1140|Corrections|2878||10778541||49||71795||4693||2905||2927||10850336|
02|31|0400000US31|Nebraska||2016|1160|Highways|1898||7532965||6||20141||700||1902||1904||7553106|
02|31|0400000US31|Nebraska||2016|1180|Air Transportation|19||90487||0||0||0||19||19||90487|
02|31|0400000US31|Nebraska||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|1220|Public Welfare|2426||7972130||238||375853||23056||2556||2664||8347983|
02|31|0400000US31|Nebraska||2016|1240|Health|618||2405605||15||23505||1576||627||633||2429110|
02|31|0400000US31|Nebraska||2016|1260|Hospitals|3097||12705859||734||1924389||115087||3747||3831||14630248|
02|31|0400000US31|Nebraska||2016|1280|Social Insurance Administration|235||929086||5||8318||507||238||240||937404|
02|31|0400000US31|Nebraska||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|1340|Parks and Recreation|178||655732||197||200960||17775||279||375||856692|
02|31|0400000US31|Nebraska||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|1380|Natural Resources|1544||6031202||817||1780780||118106||2212||2361||7811982|
02|31|0400000US31|Nebraska||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|1480|Education Total|9345||47122523||8056||7763603||664634||13102||17401||54886126|
02|31|0400000US31|Nebraska||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|1482|Education - Higher Education Total|8778||44559246||8032||7722397||662700||12523||16810||52281643|
02|31|0400000US31|Nebraska||2016|14821|Education - Higher Education Instructional|2773||20419050||1126||2204674||98298||3328||3899||22623724|
02|31|0400000US31|Nebraska||2016|14822|Education - Higher Education Other|6005||24140196||6906||5517723||564402||9195||12911||29657919|
02|31|0400000US31|Nebraska||2016|1483|Education - Other|567||2563277||24||41206||1934||579||591||2604483|
02|31|0400000US31|Nebraska||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|31|0400000US31|Nebraska||2016|1580|All other and unallocable|1676||7469628||76||65268||3635||1698||1752||7534896|
02|32|0400000US32|Nevada||2016|1000|Total - All Government Employment Functions|25177||124984953||9860||11497278||555109||28314||35037||136482231|
02|32|0400000US32|Nevada||2016|1020|Financial Administration|1500||5903945||6||14810||346||1502||1506||5918755|
02|32|0400000US32|Nevada||2016|1040|Other Government Administration|983||4699661||24||45572||1644||992||1007||4745233|
02|32|0400000US32|Nevada||2016|1060|Judicial and Legal|702||5024767||12||24743||403||705||714||5049510|
02|32|0400000US32|Nevada||2016|1100|Police Protection Total|826||5527571||8||15573||653||830||834||5543144|
02|32|0400000US32|Nevada||2016|1101|Police Protection - Persons with Power of Arrest|462||3851398||8||15573||653||466||470||3866971|
02|32|0400000US32|Nevada||2016|1102|Police Protection - Other|364||1676173||0||0||0||364||364||1676173|
02|32|0400000US32|Nevada||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|1140|Corrections|3676||16671911||38||102192||1725||3686||3714||16774103|
02|32|0400000US32|Nevada||2016|1160|Highways|1665||7633495||2||2356||100||1666||1667||7635851|
02|32|0400000US32|Nevada||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|1220|Public Welfare|2405||8831710||10||20183||665||2409||2415||8851893|
02|32|0400000US32|Nevada||2016|1240|Health|1418||6483267||27||71402||1641||1428||1445||6554669|
02|32|0400000US32|Nevada||2016|1260|Hospitals|1341||6281402||34||105947||2068||1353||1375||6387349|
02|32|0400000US32|Nevada||2016|1280|Social Insurance Administration|464||1766876||0||0||0||464||464||1766876|
02|32|0400000US32|Nevada||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|1340|Parks and Recreation|172||659859||8||13811||421||174||180||673670|
02|32|0400000US32|Nevada||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|1380|Natural Resources|830||3967126||106||156569||7894||875||936||4123695|
02|32|0400000US32|Nevada||2016|1400|Water Supply|18||117488||0||0||0||18||18||117488|
02|32|0400000US32|Nevada||2016|1420|Electric Power|17||117488||0||0||0||17||17||117488|
02|32|0400000US32|Nevada||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|1480|Education Total|7022||40764567||9524||10817087||533941||10039||16546||51581654|
02|32|0400000US32|Nevada||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|1482|Education - Higher Education Total|6863||39905205||9522||10813072||533848||9879||16385||50718277|
02|32|0400000US32|Nevada||2016|14821|Education - Higher Education Instructional|2072||17798400||4200||5950983||271310||3605||6272||23749383|
02|32|0400000US32|Nevada||2016|14822|Education - Higher Education Other|4791||22106805||5322||4862089||262538||6274||10113||26968894|
02|32|0400000US32|Nevada||2016|1483|Education - Other|159||859362||2||4015||93||160||161||863377|
02|32|0400000US32|Nevada||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|32|0400000US32|Nevada||2016|1580|All other and unallocable|2138||10533820||61||107033||3608||2156||2199||10640853|
02|33|0400000US33|New Hampshire||2016|1000|Total - All Government Employment Functions|15014||79044537||11259||13764579||681062||19092||26273||92809116|
02|33|0400000US33|New Hampshire||2016|1020|Financial Administration|745||3832258||61||99563||4822||774||806||3931821|
02|33|0400000US33|New Hampshire||2016|1040|Other Government Administration|303||1509327||460||240645||5966||339||763||1749972|
02|33|0400000US33|New Hampshire||2016|1060|Judicial and Legal|659||3452342||254||593838||17612||765||913||4046180|
02|33|0400000US33|New Hampshire||2016|1100|Police Protection Total|489||2783594||63||86736||4679||517||552||2870330|
02|33|0400000US33|New Hampshire||2016|1101|Police Protection - Persons with Power of Arrest|326||2087695||0||0||0||326||326||2087695|
02|33|0400000US33|New Hampshire||2016|1102|Police Protection - Other|163||695899||63||86736||4679||191||226||782635|
02|33|0400000US33|New Hampshire||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|33|0400000US33|New Hampshire||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|33|0400000US33|New Hampshire||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|33|0400000US33|New Hampshire||2016|1140|Corrections|1005||5395986||60||137693||7843||1052||1065||5533679|
02|33|0400000US33|New Hampshire||2016|1160|Highways|1502||6319711||180||250927||15679||1596||1682||6570638|
02|33|0400000US33|New Hampshire||2016|1180|Air Transportation|29||133621||19||33321||2137||41||48||166942|
02|33|0400000US33|New Hampshire||2016|1200|Water Transport and Terminals|10||47273||12||9296||722||15||22||56569|
02|33|0400000US33|New Hampshire||2016|1220|Public Welfare|1825||7991871||148||303355||16169||1922||1973||8295226|
02|33|0400000US33|New Hampshire||2016|1240|Health|755||3943577||51||103885||4975||784||806||4047462|
02|33|0400000US33|New Hampshire||2016|1260|Hospitals|509||2375444||70||123641||7593||555||579||2499085|
02|33|0400000US33|New Hampshire||2016|1280|Social Insurance Administration|255||1068251||44||65195||3554||276||299||1133446|
02|33|0400000US33|New Hampshire||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|33|0400000US33|New Hampshire||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|33|0400000US33|New Hampshire||2016|1340|Parks and Recreation|155||678762||287||280842||21933||287||442||959604|
02|33|0400000US33|New Hampshire||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|33|0400000US33|New Hampshire||2016|1380|Natural Resources|325||1659800||82||79659||4134||351||407||1739459|
02|33|0400000US33|New Hampshire||2016|1400|Water Supply|22||112811||7||17825||686||26||29||130636|
02|33|0400000US33|New Hampshire||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|33|0400000US33|New Hampshire||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|33|0400000US33|New Hampshire||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|33|0400000US33|New Hampshire||2016|1480|Education Total|4866||30342636||8230||10076540||479731||7733||13096||40419176|
02|33|0400000US33|New Hampshire||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|33|0400000US33|New Hampshire||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|33|0400000US33|New Hampshire||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|33|0400000US33|New Hampshire||2016|1482|Education - Higher Education Total|4567||28916707||8206||10020787||477302||7419||12773||38937494|
02|33|0400000US33|New Hampshire||2016|14821|Education - Higher Education Instructional|1602||13201997||2242||5207618||168643||2609||3844||18409615|
02|33|0400000US33|New Hampshire||2016|14822|Education - Higher Education Other|2965||15714710||5964||4813169||308659||4810||8929||20527879|
02|33|0400000US33|New Hampshire||2016|1483|Education - Other|299||1425929||24||55753||2429||314||323||1481682|
02|33|0400000US33|New Hampshire||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|33|0400000US33|New Hampshire||2016|1560|State liquor stores|312||1287658||785||743659||56083||650||1097||2031317|
02|33|0400000US33|New Hampshire||2016|1580|All other and unallocable|1248||6109615||446||517959||26744||1409||1694||6627574|
02|34|0400000US34|New Jersey||2016|1000|Total - All Government Employment Functions|126626||791588538||29984||48511721||1972249||139043||156610||840100259|
02|34|0400000US34|New Jersey||2016|1020|Financial Administration|5046||26869502||303||581565||30799||5245||5349||27451067|
02|34|0400000US34|New Jersey||2016|1040|Other Government Administration|1101||6842519||37||64557||2963||1120||1138||6907076|
02|34|0400000US34|New Jersey||2016|1060|Judicial and Legal|12630||79755281||155||302316||11956||12707||12785||80057597|
02|34|0400000US34|New Jersey||2016|1100|Police Protection Total|3878||29184724||47||106523||3454||3900||3925||29291247|
02|34|0400000US34|New Jersey||2016|1101|Police Protection - Persons with Power of Arrest|2691||22933045||0||0||0||2691||2691||22933045|
02|34|0400000US34|New Jersey||2016|1102|Police Protection - Other|1187||6251679||47||106523||3454||1209||1234||6358202|
02|34|0400000US34|New Jersey||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|34|0400000US34|New Jersey||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|34|0400000US34|New Jersey||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|34|0400000US34|New Jersey||2016|1140|Corrections|8470||50181166||12||33812||1008||8477||8482||50214978|
02|34|0400000US34|New Jersey||2016|1160|Highways|5371||31316481||692||910308||55447||5697||6063||32226789|
02|34|0400000US34|New Jersey||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|34|0400000US34|New Jersey||2016|1200|Water Transport and Terminals|117||543908||6||13724||872||122||123||557632|
02|34|0400000US34|New Jersey||2016|1220|Public Welfare|8829||51186089||184||337315||14969||8925||9013||51523404|
02|34|0400000US34|New Jersey||2016|1240|Health|3692||22203092||734||2114443||30001||3874||4426||24317535|
02|34|0400000US34|New Jersey||2016|1260|Hospitals|12692||64055746||1662||3584631||144539||13618||14354||67640377|
02|34|0400000US34|New Jersey||2016|1280|Social Insurance Administration|1431||7402417||39||95883||3908||1456||1470||7498300|
02|34|0400000US34|New Jersey||2016|1300|Solid Waste Management|471||3367439||18||24776||1373||480||489||3392215|
02|34|0400000US34|New Jersey||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|34|0400000US34|New Jersey||2016|1340|Parks and Recreation|768||4354102||277||399766||18162||882||1045||4753868|
02|34|0400000US34|New Jersey||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|34|0400000US34|New Jersey||2016|1380|Natural Resources|1724||10611672||357||547079||24984||1880||2081||11158751|
02|34|0400000US34|New Jersey||2016|1400|Water Supply|109||609498||0||0||0||109||109||609498|
02|34|0400000US34|New Jersey||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|34|0400000US34|New Jersey||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|34|0400000US34|New Jersey||2016|1460|Transit|10713||63702550||792||1312344||64477||11077||11505||65014894|
02|34|0400000US34|New Jersey||2016|1480|Education Total|43983||304106845||24481||37714290||1549345||53782||68464||341821135|
02|34|0400000US34|New Jersey||2016|1481|Education - Elementary and Secondary Total|14177||92456604||3397||5914165||282448||16093||17574||98370769|
02|34|0400000US34|New Jersey||2016|14811|Education - Elementary and Secondary Instructional|10124||75037873||803||1662796||57494||10517||10927||76700669|
02|34|0400000US34|New Jersey||2016|14812|Education - Elementary and Secondary Other|4053||17418731||2594||4251369||224954||5576||6647||21670100|
02|34|0400000US34|New Jersey||2016|1482|Education - Higher Education Total|27549||197554096||20694||31041916||1229504||35191||48243||228596012|
02|34|0400000US34|New Jersey||2016|14821|Education - Higher Education Instructional|7841||88551103||7120||14105254||283222||9623||14961||102656357|
02|34|0400000US34|New Jersey||2016|14822|Education - Higher Education Other|19708||109002993||13574||16936662||946282||25568||33282||125939655|
02|34|0400000US34|New Jersey||2016|1483|Education - Other|2257||14096145||390||758209||37393||2498||2647||14854354|
02|34|0400000US34|New Jersey||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|34|0400000US34|New Jersey||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|34|0400000US34|New Jersey||2016|1580|All other and unallocable|5601||35295507||188||368389||13992||5692||5789||35663896|
02|35|0400000US35|New Mexico||2016|1000|Total - All Government Employment Functions|40851||190956380||13857||18333563||865483||45775||54708||209289943|
02|35|0400000US35|New Mexico||2016|1020|Financial Administration|1078||4935828||3||10128||443||1081||1081||4945956|
02|35|0400000US35|New Mexico||2016|1040|Other Government Administration|191||988860||7||24229||886||196||198||1013089|
02|35|0400000US35|New Mexico||2016|1060|Judicial and Legal|3161||14797860||77||146477||6284||3198||3238||14944337|
02|35|0400000US35|New Mexico||2016|1100|Police Protection Total|665||3267367||0||0||0||665||665||3267367|
02|35|0400000US35|New Mexico||2016|1101|Police Protection - Persons with Power of Arrest|665||3267367||0||0||0||665||665||3267367|
02|35|0400000US35|New Mexico||2016|1102|Police Protection - Other|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1140|Corrections|3768||13730131||26||63240||3189||3786||3794||13793371|
02|35|0400000US35|New Mexico||2016|1160|Highways|2203||8603649||0||0||0||2203||2203||8603649|
02|35|0400000US35|New Mexico||2016|1180|Air Transportation|5||23540||0||0||0||5||5||23540|
02|35|0400000US35|New Mexico||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1220|Public Welfare|1733||6335253||5||14340||886||1738||1738||6349593|
02|35|0400000US35|New Mexico||2016|1240|Health|2269||9681982||49||167892||8503||2317||2318||9849874|
02|35|0400000US35|New Mexico||2016|1260|Hospitals|6974||31773756||842||2459177||89887||7512||7816||34232933|
02|35|0400000US35|New Mexico||2016|1280|Social Insurance Administration|335||1090790||5||17644||886||340||340||1108434|
02|35|0400000US35|New Mexico||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1340|Parks and Recreation|612||2218415||28||48953||3313||631||640||2267368|
02|35|0400000US35|New Mexico||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1380|Natural Resources|1017||4608126||82||127044||6696||1055||1099||4735170|
02|35|0400000US35|New Mexico||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1480|Education Total|14805||80488380||12720||15204316||742369||19001||27525||95692696|
02|35|0400000US35|New Mexico||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1482|Education - Higher Education Total|13888||76553486||12661||15129461||737662||18056||26549||91682947|
02|35|0400000US35|New Mexico||2016|14821|Education - Higher Education Instructional|3985||35869138||3882||7354284||206761||5153||7867||43223422|
02|35|0400000US35|New Mexico||2016|14822|Education - Higher Education Other|9903||40684348||8779||7775177||530901||12903||18682||48459525|
02|35|0400000US35|New Mexico||2016|1483|Education - Other|917||3934894||59||74855||4707||945||976||4009749|
02|35|0400000US35|New Mexico||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|35|0400000US35|New Mexico||2016|1580|All other and unallocable|2035||8412443||13||50123||2141||2047||2048||8462566|
02|36|0400000US36|New York||2016|1000|Total - All Government Employment Functions|224566||1397284980||46386||79348872||2904080||242184||270952||1476633852|
02|36|0400000US36|New York||2016|1020|Financial Administration|16474||95113278||162||388996||12992||16548||16636||95502274|
02|36|0400000US36|New York||2016|1040|Other Government Administration|4414||18775843||38||84768||3221||4433||4452||18860611|
02|36|0400000US36|New York||2016|1060|Judicial and Legal|18454||138314390||417||1708591||53349||18757||18871||140022981|
02|36|0400000US36|New York||2016|1100|Police Protection Total|5855||52687813||124||152613||12161||5927||5979||52840426|
02|36|0400000US36|New York||2016|1101|Police Protection - Persons with Power of Arrest|4752||47452123||0||0||0||4752||4752||47452123|
02|36|0400000US36|New York||2016|1102|Police Protection - Other|1103||5235690||124||152613||12161||1175||1227||5388303|
02|36|0400000US36|New York||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|36|0400000US36|New York||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|36|0400000US36|New York||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|36|0400000US36|New York||2016|1140|Corrections|28478||180587902||254||794467||24271||28614||28732||181382369|
02|36|0400000US36|New York||2016|1160|Highways|10014||54821041||1099||1558861||97342||10564||11113||56379902|
02|36|0400000US36|New York||2016|1180|Air Transportation|181||833787||1||5491||137||182||182||839278|
02|36|0400000US36|New York||2016|1200|Water Transport and Terminals|520||3340044||27||44073||1851||530||547||3384117|
02|36|0400000US36|New York||2016|1220|Public Welfare|4312||22220223||384||988584||44556||4563||4696||23208807|
02|36|0400000US36|New York||2016|1240|Health|8040||49163527||245||917059||26120||8191||8285||50080586|
02|36|0400000US36|New York||2016|1260|Hospitals|38493||212655645||4368||14054423||438157||40999||42861||226710068|
02|36|0400000US36|New York||2016|1280|Social Insurance Administration|7207||40147011||40||140287||5571||7238||7247||40287298|
02|36|0400000US36|New York||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|36|0400000US36|New York||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|36|0400000US36|New York||2016|1340|Parks and Recreation|2744||10966910||10||31748||1652||2753||2754||10998658|
02|36|0400000US36|New York||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|36|0400000US36|New York||2016|1380|Natural Resources|2890||16437479||51||60716||2103||2902||2941||16498195|
02|36|0400000US36|New York||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|36|0400000US36|New York||2016|1420|Electric Power|1700||14798869||31||137193||3627||1720||1731||14936062|
02|36|0400000US36|New York||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|36|0400000US36|New York||2016|1460|Transit|15860||124147479||117||240250||11976||15927||15977||124387729|
02|36|0400000US36|New York||2016|1480|Education Total|48682||298044330||38618||56897163||2134903||61909||87300||354941493|
02|36|0400000US36|New York||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|36|0400000US36|New York||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|36|0400000US36|New York||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|36|0400000US36|New York||2016|1482|Education - Higher Education Total|44627||276069792||38508||56624102||2124124||57794||83135||332693894|
02|36|0400000US36|New York||2016|14821|Education - Higher Education Instructional|15596||123687249||17888||31002137||824320||20679||33484||154689386|
02|36|0400000US36|New York||2016|14822|Education - Higher Education Other|29031||152382543||20620||25621965||1299804||37115||49651||178004508|
02|36|0400000US36|New York||2016|1483|Education - Other|4055||21974538||110||273061||10779||4115||4165||22247599|
02|36|0400000US36|New York||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|36|0400000US36|New York||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|36|0400000US36|New York||2016|1580|All other and unallocable|10248||64229409||400||1143589||30091||10427||10648||65372998|
02|37|0400000US37|North Carolina||2016|1000|Total - All Government Employment Functions|123990||578839775||43332||54626290||2841827||140047||167322||633466065|
02|37|0400000US37|North Carolina||2016|1020|Financial Administration|3415||16676212||36||31357||578||3418||3451||16707569|
02|37|0400000US37|North Carolina||2016|1040|Other Government Administration|655||3418238||517||968908||36413||861||1172||4387146|
02|37|0400000US37|North Carolina||2016|1060|Judicial and Legal|6474||31377574||453||324194||3281||6492||6927||31701768|
02|37|0400000US37|North Carolina||2016|1100|Police Protection Total|3179||15002430||6||11575||103||3180||3185||15014005|
02|37|0400000US37|North Carolina||2016|1101|Police Protection - Persons with Power of Arrest|2458||12425435||6||11575||103||2459||2464||12437010|
