ACSSF HI040000000001     15                                                                                                                                                       04000US15                               Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI040010000002     15                                                                                                                                U                      04001US15                               Hawaii -- Urban                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI040430000003     15                                                                                                                                R                      04043US15                               Hawaii -- Rural                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI040A00000004     15                                                                                                                                                       040A0US15                               Hawaii -- In metropolitan or micropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI040C00000005     15                                                              1                                                                                        040C0US15                               Hawaii -- In metropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI040C10000006     15                                                              1                                                                  Y                     040C1US15                               Hawaii -- In metropolitan statistical area -- in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI040C20000007     15                                                              1                                                                                        040C2US15                               Hawaii -- In metropolitan statistical area -- not in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI040E00000008     15                                                              2                                                                                        040E0US15                               Hawaii -- In micropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI040E10000009     15                                                              2                                                                  Y                     040E1US15                               Hawaii -- In micropolitan statistical area -- in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI040E20000010     15                                                              2                                                                                        040E2US15                               Hawaii -- In micropolitan statistical area -- not in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI040H00000011     15                                                                                                                                                       040H0US15                               Hawaii -- Not in metropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF HI050000000012     15001                                                                                                                                                    05000US15001                            Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF HI050000000013     15003                                                                                                                                                    05000US15003                            Honolulu County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF HI050000000014     15005                                                                                                                                                    05000US15005                            Kalawao County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI050000000015     15007                                                                                                                                                    05000US15007                            Kauai County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF HI050000000016     15009                                                                                                                                                    05000US15009                            Maui County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ACSSF HI155000001560     15009     36500                                                                                                                                          15500US1536500009                       Maui County (part), Kihei CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF HI155000001561     15007     36650                                                                                                                                          15500US1536650007                       Kauai County (part), Kilauea CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF HI155000001562     15007     39200                                                                                                                                          15500US1539200007                       Kauai County (part), Koloa CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI155000001563     15003     39400                                                                                                                                          15500US1539400003                       Honolulu County (part), Ko Olina CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF HI155000001564     15009     39500                                                                                                                                          15500US1539500009                       Maui County (part), Kualapuu CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF HI155000001565     15001     41000                                                                                                                                          15500US1541000001                       Hawaii County (part), Kukuihaele CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF HI155000001566     15009     41600                                                                                                                                          15500US1541600009                       Maui County (part), Kula CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF HI155000001567     15001     42800                                                                                                                                          15500US1542800001                       Hawaii County (part), Kurtistown CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF HI155000001568     15009     42950                                                                                                                                          15500US1542950009                       Maui County (part), Lahaina CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF HI155000001569     15003     43250                                                                                                                                          15500US1543250003                       Honolulu County (part), Laie CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF HI155000001570     15009     43700                                                                                                                                          15500US1543700009                       Maui County (part), Lanai City CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI155000001571     15009     44075                                                                                                                                          15500US1544075009                       Maui County (part), Launiupoko CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI155000001572     15001     44150                                                                                                                                          15500US1544150001                       Hawaii County (part), Laupahoehoe CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF HI155000001573     15007     44450                                                                                                                                          15500US1544450007                       Kauai County (part), Lawai CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI155000001574     15001     44562                                                                                                                                          15500US1544562001                       Hawaii County (part), Leilani Estates CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ACSSF HI155000001575     15007     45200                                                                                                                                          15500US1545200007                       Kauai County (part), Lihue CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI155000001576     15009     46400                                                                                                                                          15500US1546400009                       Maui County (part), Maalaea CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF HI155000001577     15009     47050                                                                                                                                          15500US1547050009                       Maui County (part), Mahinahina CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI155000001578     15003     47300                                                                                                                                          15500US1547300003                       Honolulu County (part), Maili CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
ACSSF HI155000001579     15003     47450                                                                                                                                          15500US1547450003                       Honolulu County (part), Makaha CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI155000001580     15003     47560                                                                                                                                          15500US1547560003                       Honolulu County (part), Makaha Valley CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ACSSF HI155000001581     15003     47600                                                                                                                                          15500US1547600003                       Honolulu County (part), Makakilo CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF HI155000001582     15009     48050                                                                                                                                          15500US1548050009                       Maui County (part), Makawao CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF HI155000001583     15009     48350                                                                                                                                          15500US1548350009                       Maui County (part), Makena CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI155000001584     15009     49425                                                                                                                                          15500US1549425009                       Maui County (part), Manele CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI155000001585     15009     50150                                                                                                                                          15500US1550150009                       Maui County (part), Maunaloa CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF HI155000001586     15003     50750                                                                                                                                          15500US1550750003                       Honolulu County (part), Maunawili CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF HI155000001587     15003     51000                                                                                                                                          15500US1551000003                       Honolulu County (part), Mililani Mauka CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ACSSF HI155000001588     15003     51050                                                                                                                                          15500US1551050003                       Honolulu County (part), Mililani Town CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ACSSF HI155000001589     15003     52550                                                                                                                                          15500US1552550003                       Honolulu County (part), Mokuleia CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF HI155000001590     15001     53300                                                                                                                                          15500US1553300001                       Hawaii County (part), Mountain View CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI155000001591     15001     53600                                                                                                                                          15500US1553600001                       Hawaii County (part), Naalehu CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
ACSSF HI155000001592     15003     53900                                                                                                                                          15500US1553900003                       Honolulu County (part), Nanakuli CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF HI155000001593     15001     53975                                                                                                                                          15500US1553975001                       Hawaii County (part), Nanawale Estates CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ACSSF HI155000001594     15009     54100                                                                                                                                          15500US1554100009                       Maui County (part), Napili-Honokowai CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF HI155000001595     15003     56685                                                                                                                                          15500US1556685003                       Honolulu County (part), Ocean Pointe CDP, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
